Matrix:
3969.085262	86.350340	70.956039	-16.714030	63.919233	90.697612	66.897560	-96.879791	-100.944218	-3.242285	-33.872141	-38.054521	-91.514371	38.056194	77.050286	34.275455	30.578762	-43.182708	-104.721204	-73.109586	62.819883	336.647436	116.540635	-137.867114	-106.435788	162.245071	206.665713	177.642219	50.919135	54.547132	111.370595	-47.907480	21.766314	144.881085	-43.778269	35.577221	,169.935949
167.098642	3995.345991	70.977909	-105.385302	64.130521	-62.343685	155.098209	-35.256984	-45.325770	177.031232	107.073411	18.167467	269.172766	-22.239484	147.184095	108.348177	-44.183782	-105.281519	21.927334	89.209379	282.506408	79.406600	165.326265	98.276323	216.495074	18.926365	76.877963	13.451714	-107.541684	9.802942	59.010305	-89.729609	-7.143092	-50.510589	159.008163	77.463745	,187.057941
166.946567	-3.392723	4008.701424	12.760680	38.583945	-108.191792	-7.459983	124.998363	93.578764	124.727839	143.437268	-37.660352	20.401514	103.570339	184.592184	-56.622650	-6.121354	-83.515037	24.673429	34.229190	107.804579	-21.068999	163.863092	-8.947612	103.695402	-74.583058	123.839945	3.769911	75.725490	167.957932	78.006976	34.632412	193.471994	-82.938497	-35.809198	89.099661	,136.154892
31.026227	145.988191	25.487159	4080.497842	68.978877	175.468058	19.977023	230.484399	-43.713824	104.235623	206.991997	-54.110174	199.688789	201.725342	57.794825	-68.259279	66.088801	43.038233	-14.659993	108.326877	-1.485964	105.757938	67.399485	205.466595	53.637470	153.571870	28.288552	-142.756026	104.960677	-146.194582	44.113445	-140.028152	266.776562	-20.278352	-190.525644	17.211094	,97.620696
61.627319	235.973942	42.688917	-16.817241	4105.389237	31.344432	55.780584	-44.388881	194.077975	213.222518	150.790293	103.960802	114.836794	271.377849	102.727606	-62.644178	53.697983	-55.416307	183.138326	253.538602	50.101492	50.343916	84.043696	84.244705	56.259161	52.211658	97.312969	73.115309	343.180137	-103.891123	93.249098	142.469808	-98.010440	169.820211	68.089419	11.366122	,109.885874
-85.408135	3.653669	-49.867365	80.671124	120.164505	4066.309978	55.156110	-62.430036	204.072878	42.470634	125.367351	-22.931639	-2.567522	-5.215952	46.431875	-208.449859	103.885554	22.704334	75.376662	4.544482	49.207467	29.628997	94.844461	45.361398	-40.002718	51.550471	141.623750	-116.633633	92.953304	72.568287	51.141256	142.862122	62.576308	145.389045	15.592624	127.018997	,18.112111
67.365779	198.141616	-102.907699	-119.261872	-50.728908	-90.735825	4129.647343	29.326330	-102.901910	4.422389	111.471456	103.025174	-52.475814	-17.350827	17.746664	60.274549	135.022819	-70.677725	179.087967	52.621344	-68.850513	-34.629073	56.103099	110.094462	-38.074102	59.471334	9.103359	163.694112	83.885791	125.118903	144.282715	74.754217	5.785387	-75.234339	-7.636877	-17.604572	,9.552618
108.090196	183.369643	-19.449358	-21.358606	12.551170	119.798481	72.929411	4089.631920	33.821738	12.770596	45.787864	142.205366	145.677154	108.749868	167.705380	-64.231023	122.172946	98.218016	-85.195208	210.116069	-37.437648	-7.996968	28.271115	137.409726	32.981958	119.198564	105.059754	188.431861	67.749577	50.399164	19.843514	103.666946	-118.413371	121.005822	75.376415	35.826283	,61.363766
26.970082	-19.502325	-30.667785	-138.966542	71.024372	-86.780793	79.614240	32.804382	4031.260718	102.209832	-14.911984	29.788211	178.788567	-37.604525	80.575814	19.029339	-54.782125	-4.387784	21.479403	238.405273	-3.885245	52.575497	122.207558	-50.787157	19.790418	164.507116	-24.374110	-119.463007	101.202850	111.153180	-50.450190	54.786629	40.427828	-8.650906	82.546858	232.857416	,71.685956
135.370642	131.448542	-77.232316	202.929529	186.446106	-12.232969	18.459607	19.590310	74.777086	3969.877713	-10.256730	151.929941	-23.943547	-64.646583	44.428730	149.456264	224.523982	135.559628	-77.026629	-118.537332	16.124803	188.154200	174.910391	130.540880	169.509885	-2.167699	39.933292	153.297960	56.755345	-41.119104	115.962745	150.106027	14.878969	14.584100	80.039338	160.744104	,117.583908
-46.676922	98.345155	1.899007	87.607910	-27.168608	199.097159	-1.156969	-10.784205	40.799100	64.858372	4046.084027	85.080915	183.315500	54.532194	60.667615	-19.075698	167.639762	153.277823	40.263645	-2.852218	-183.019802	127.163924	45.684992	34.066183	-124.066038	78.810728	94.715767	79.947057	-109.233621	194.168968	-35.296091	-79.177540	94.047503	97.922736	279.965132	130.226491	,52.047011
74.096202	-72.676476	-30.270048	80.296811	-124.424941	-60.135743	-52.762047	30.464522	-15.890421	127.722640	168.065892	4014.853051	108.772243	156.620925	-48.173856	33.978019	-30.601527	-5.666912	131.970028	-99.529272	237.514604	184.155573	69.267057	84.864553	68.538474	169.430379	34.349618	109.662841	153.531146	-49.352298	107.922561	-84.062165	138.934730	70.659543	79.094363	-112.143902	,116.141667
